Title,Detail_price,Highlights,Other_Details,description,Teams_conditions,images_all
ASIAN  Maroon  Men's Sports Running Shoes,1099,"ASIAN,Color: Maroon,Running Type: Road,Outer Material:,Closure: Lace-Up,Cushioning:,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,BIS/ISI License number:NA,BIS/ISI required:NA,SUPC: SDL795647420","Country of Origin or Manufacture or Assembly,India ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address, ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/i/5/m/ASIAN-Maroon-Running-Shoes-SDL795647420-2-41382.jpeg,https://n3.sdlcdn.com/imgs/i/5/m/ASIAN-Maroon-Running-Shoes-SDL795647420-3-f9410.jpeg,https://n3.sdlcdn.com/imgs/i/5/m/ASIAN-Maroon-Running-Shoes-SDL795647420-4-de239.jpeg,https://n2.sdlcdn.com/imgs/i/5/m/ASIAN-Maroon-Running-Shoes-SDL795647420-5-34552.jpeg,https://n3.sdlcdn.com/imgs/i/5/m/ASIAN-Maroon-Running-Shoes-SDL795647420-6-066af.jpeg,https://n1.sdlcdn.com/imgs/i/5/m/ASIAN-Maroon-Running-Shoes-SDL795647420-7-f8026.jpeg"
ASIAN SUPERWALK-05 Multi Color Running Shoes,699,"Color:Gray,Shoe Weight:Light Weight,Manufacturer's Name & Address:ASIAN,BIS/ISI License number:NA,BIS/ISI required:NA,SUPC: SDL006387395","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,ASIAN  ,Packer's Name & Address,ASIAN RETAIL VENTURES  ,Marketer's Name & Address, ,Importer's Name & Address,NA  ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/j/y/g/ASIAN-SUPERWALK-05-Multi-Color-SDL006387395-2-96443.jpeg,https://n2.sdlcdn.com/imgs/j/y/g/ASIAN-SUPERWALK-05-Multi-Color-SDL006387395-3-437ea.jpeg,https://n1.sdlcdn.com/imgs/j/y/g/ASIAN-SUPERWALK-05-Multi-Color-SDL006387395-4-5f348.jpeg"
ASIAN  Green  Men's Sports Running Shoes,575,"ASIAN,Color:Black,Manufacturer's Name & Address:Plot No-303, Sec-17 Hsiidc Indl. Estate Footwear Park, Bahadurgarh, Haryana 124507,Sole Material:EVA,Closure:Slip-On,Outer Material:Fabric,BIS/ISI License number:NA,BIS/ISI required:NA,SUPC: SDL992625742","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1 PAIR  ,Manufacturer's Name & Address,Plot No-303, Sec-17 Hsiidc Indl. Estate Footwear Park, Bahadurgarh, Haryana 124507  ,Packer's Name & Address,T1/100 BASEMENT GF-1/2, INDUSTRIAL AREA PHASE-1 MANGOLPURI, New Delhi, Delhi, 110083, IN  ,Marketer's Name & Address, ,Importer's Name & Address,Not Applicable  ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/j/v/m/ASIAN-Lifestyle-Green-Casual-Shoes-SDL992625742-2-cacca.jpg,https://n3.sdlcdn.com/imgs/k/k/4/ASIAN-Green-Men-s-Sports-SDL992625742-3-53559.jpg,https://n4.sdlcdn.com/imgs/j/v/m/ASIAN-Lifestyle-Green-Casual-Shoes-SDL992625742-3-ad1ef.jpg,https://n4.sdlcdn.com/imgs/k/k/4/ASIAN-Green-Men-s-Sports-SDL992625742-5-47f6c.jpg,https://n3.sdlcdn.com/imgs/k/k/4/ASIAN-Green-Men-s-Sports-SDL992625742-6-a8ae0.jpeg"
Campus CESTER (N) Black  Men's Sports Running Shoes,899,"Campus,Color: Black,Running Type: Road,Outer Material: Mesh,Closure: Lace-Up,Cushioning: Medium,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL705535624","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Packer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Marketer's Name & Address,Campus Activewear Pvt. Ltd.  ,Importer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ","
Escalate your runs and jogs with this up to scratch pair of running shoes from Campus. These shoes come with Active Cell technology which makes it feather-light and a rubberized midsole material which is soft and comfortable with a grippy outsole which is abrasion resistant, paired with a breathable and comfortable superior quality mesh upper. Wear these to the gym or during your runs and be the most stylish athlete, wherever you are.",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/k/b/k/Campus-CESTER-N-Black-Running-SDL705535624-2-bc0ad.jpeg,https://n3.sdlcdn.com/imgs/k/b/k/Campus-CESTER-N-Black-Running-SDL705535624-3-4ff83.jpeg,https://n4.sdlcdn.com/imgs/k/b/k/Campus-CESTER-N-Black-Running-SDL705535624-4-87e72.jpeg,https://n1.sdlcdn.com/imgs/k/b/k/Campus-CESTER-N-Black-Running-SDL705535624-5-3a287.jpeg,https://n3.sdlcdn.com/imgs/k/b/k/Campus-CESTER-N-Black-Running-SDL705535624-6-4c7d8.jpeg"
Campus - NORTH PLUS Gray Men's Sports Running Shoes,1149,"Campus,Color:Black,Shoe Weight:Medium Weight(600 gms to 999 gms),Manufacturer's Name & Address:Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041,Sole Material:Phylon,Closure:Lace-Up,Cushioning:Medium,Outer Material:Mesh,BIS/ISI License number:NA,BIS/ISI required:NA,Model Name:NORTH PLUS,SUPC: SDL627531435","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1  ,Manufacturer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ,Packer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ,Marketer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ,Importer's Name & Address,Campus Activewear Limited D-1, Udyog Nagar, Rohtak Road, Delhi, 110041  ","
This Campus collection will upgrade your style definition with Infinity Capsule technology which makes the shoes more durable and comfortable. The shoes has full length air unit and adaptive cushioning technology which resists the shoes to D-shape. The air unit under forefoot and heel of the shoe provides smooth landing, absortion to shock and quick rebounce.",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/k/l/y/Campus-NORTH-PLUS-Gray-Men-SDL627531435-2-53844.jpg,https://n4.sdlcdn.com/imgs/k/l/y/Campus-NORTH-PLUS-Gray-Men-SDL627531435-3-893d2.jpg,https://n3.sdlcdn.com/imgs/k/l/y/Campus-NORTH-PLUS-Gray-Men-SDL627531435-4-192e5.jpg,https://n3.sdlcdn.com/imgs/k/l/y/Campus-NORTH-PLUS-Gray-Men-SDL627531435-5-1af18.jpg,https://n1.sdlcdn.com/imgs/k/l/y/Campus-NORTH-PLUS-Gray-Men-SDL627531435-6-b306a.jpg,https://n3.sdlcdn.com/imgs/k/l/y/Campus-NORTH-PLUS-Gray-Men-SDL627531435-7-e7f8c.jpg"
ASIAN - EXPRESS-08 Gray Men's Sports Running Shoes,699,"ASIAN,Color:Navy,Shoe Weight:Lightweight(300 gms to 599 gms),Manufacturer's Name & Address:Plot No-303, Sec-17 Hsiidc Indl. Estate Footwear Park, Bahadurgarh, Haryana 124507,Sole Material:EVA,Closure:Lace-Up,Cushioning:High,Outer Material:Fabric,BIS/ISI License number:NA,BIS/ISI required:NA,Model Name:EXPRESS-08,SUPC: SDL854395107","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1 Pair  ,Manufacturer's Name & Address,Plot No-303, Sec-17 Hsiidc Indl. Estate Footwear Park, Bahadurgarh, Haryana 124507  ,Packer's Name & Address,T1\100, GROUND FLOOR, INDUSTRIAL AREA PHASE -1,MANGOLPURI, NEW DELHI 110083  ,Marketer's Name & Address, ,Importer's Name & Address,Not Applicable  ","
",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/k/l/k/ASIAN-EXPRESS-08-Gray-Men-SDL854395107-2-3c8cc.jpg,https://n2.sdlcdn.com/imgs/k/l/k/ASIAN-EXPRESS-08-Gray-Men-SDL854395107-3-66233.jpg,https://n3.sdlcdn.com/imgs/k/l/k/ASIAN-EXPRESS-08-Gray-Men-SDL854395107-4-82bea.jpg,https://n4.sdlcdn.com/imgs/k/l/k/ASIAN-EXPRESS-08-Gray-Men-SDL854395107-5-e2bf3.jpg,https://n2.sdlcdn.com/imgs/k/l/k/ASIAN-EXPRESS-08-Gray-Men-SDL854395107-6-7800f.jpg"
FITMonkey Men Comfortable Running/Sports/Flyknit Slipon Shoes - Olive,399,"FITMonkey,Color:Gray,Heel Height:Flat,Insoles:PU,Ankle Height:Normal,Sole Material:EVA,Type:Slip-on Shoes,Closure:Slip-On,Upper Material:Fabric,Care Instruction:Wipe with a clean dry cloth to remove dust,Key Features:Lightweight,Breathable,Cushioned Footbed,Pattern:Textured,Shop by Occasion:Casual,SUPC: SDL714693227","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1 PAIR  ,Manufacturer's Name & Address,KAPIL POLYMERS ,A-198, DSIDC INDUSTRIAL AREA, NARELA, DELHI - 110040  ,Packer's Name & Address,JusCorp Enterprises Private Limited, 207, D.R. Chamber, 12/56 D.B Gupta Road, Karol Bagh, New Delhi, Central Delhi 110005  ,Marketer's Name & Address, ,Importer's Name & Address,KAPIL POLYMERS ,A-198, DSIDC INDUSTRIAL AREA, NARELA, DELHI - 110040  ","
Men's Sport Shoes, Be relaxed when you walk by wearing this pair of lightweight shoes from FM. The EVA sole offers optimum surface traction to your feet on any rough surface. To amp up your sporty look. Super comfortable walking experience.",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/k/j/c/FITMonkey-Olive-Men-s-Slip-SDL714693227-2-51d72.jpg,https://n4.sdlcdn.com/imgs/k/j/c/FITMonkey-Olive-Men-s-Slip-SDL714693227-3-74db1.jpg,https://n2.sdlcdn.com/imgs/k/j/c/FITMonkey-Olive-Men-s-Slip-SDL714693227-4-37715.jpg,https://n1.sdlcdn.com/imgs/k/j/c/FITMonkey-Olive-Men-s-Slip-SDL714693227-5-8ad7c.jpg,https://n4.sdlcdn.com/imgs/k/j/c/FITMonkey-Olive-Men-s-Slip-SDL714693227-6-dc9d5.jpg,https://n1.sdlcdn.com/imgs/k/l/2/FITMonkey-Olive-Men-s-Slip-SDL714693227-12-fce5e.jpg"
Campus CESTER (N) Gray Running Shoes,899,"Color:Gray,Shoe Weight:Light Weight,Manufacturer's Name & Address:Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041,SUPC: SDL161166036","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Packer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Marketer's Name & Address,Campus Activewear Pvt. Ltd.  ,Importer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ","
Take on those extra miles in comfort and style with the running shoe by Campus. Its full-length phylon sole provides energized cushioning and shock absorption underfoot with the added rebound to help you go further than you thought possible. This running shoe features an  cushion heel counter to hold your foot in position. Meanwhile, the EVA sock liner provides an extra layer of cushioning and shock absorption, even over long distances.",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/j/x/b/Campus-CESTER-N-Gray-Running-SDL161166036-2-fc826.jpg,https://n2.sdlcdn.com/imgs/j/x/b/Campus-CESTER-N-Gray-Running-SDL161166036-3-1158e.jpg,https://n1.sdlcdn.com/imgs/j/x/b/Campus-CESTER-N-Gray-Running-SDL161166036-4-cacb3.jpg,https://n3.sdlcdn.com/imgs/j/x/b/Campus-CESTER-N-Gray-Running-SDL161166036-5-a6cde.jpg,https://n2.sdlcdn.com/imgs/j/x/b/Campus-CESTER-N-Gray-Running-SDL161166036-6-1a7cc.jpg"
Campus PLATEUE Grey Men's Sports Running Shoes,975,"Campus,Color: Gray,Running Type: Road,Outer Material: Mesh,Closure: Lace-Up,Cushioning: Medium,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL176231777","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Packer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Marketer's Name & Address,Campus Activewear Pvt. Ltd  ,Importer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ","
Make your running sessions enjoyable by wearing this pair of running shoes from Campus. It has a premium quality mesh upper which will keep your feet relaxed for long hours and will provide responsive cushioning. These MEMORY TECH INSOLE feature have a two-layer -GEL+FOAM adding adaptive cushioning to your foot muscles and are constructed with arch support and smooth material for cool simplicity. It comes with a zero moisture and odour free adding Antifungal and Anti-allergy feature that makes it convenient to wear.",The images represent actual product though color of the image and product may slightly differ.,"https://n1.sdlcdn.com/imgs/j/r/z/Campus-PLATEUE-Gray-Running-Shoes-SDL176231777-2-bfe4f.jpg,https://n3.sdlcdn.com/imgs/j/r/z/Campus-PLATEUE-Gray-Running-Shoes-SDL176231777-3-d02ec.jpg,https://n1.sdlcdn.com/imgs/j/r/z/Campus-PLATEUE-Gray-Running-Shoes-SDL176231777-4-cb253.jpg,https://n2.sdlcdn.com/imgs/j/r/z/Campus-PLATEUE-Gray-Running-Shoes-SDL176231777-5-6072b.jpg,https://n1.sdlcdn.com/imgs/j/r/z/Campus-PLATEUE-Gray-Running-Shoes-SDL176231777-6-0306d.jpg"
Campus - CAMP MARLON Gray Men's Sports Running Shoes,1149,"Campus,Color:Blue,Shoe Weight:Medium Weight(600 gms to 999 gms),Manufacturer's Name & Address:Campus Activewear Ltd. D-1, Udyog Nagar, Main Rohtak Road,New Delhi - 110041,Sole Material:TPU,Closure:Lace-Up,Cushioning:Medium,Outer Material:Mesh,SUPC: SDL541131857","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Net Contents,1  ,Manufacturer's Name & Address,Campus Activewear Ltd. D-1, Udyog Nagar, Main Rohtak Road,New Delhi - 110041  ,Packer's Name & Address,Campus Activewear Ltd. D-1, Udyog Nagar, Main Rohtak Road,New Delhi - 110041  ,Marketer's Name & Address, ,Importer's Name & Address,Campus Activewear Ltd. D-1, Udyog Nagar, Main Rohtak Road,New Delhi - 110041  ","
Sharp in design, this running shoe is made of lightweight, single layer mesh for breathability and soft foam beneath the foot for revolutionary comfort and responsiveness. Dynamic fit upper and full length TPU out-sole deliver responsive cushioning and durable traction. It's molded pods offer multisurface traction. Pods flatten on impact then spring back at takeoff creating a piston effect that delivers responsive cushioning.",The images represent actual product though color of the image and product may slightly differ.,"https://n2.sdlcdn.com/imgs/k/k/g/Campus-CAMP-MARLON-Gray-Men-SDL541131857-2-978ff.JPG,https://n4.sdlcdn.com/imgs/k/k/g/Campus-CAMP-MARLON-Gray-Men-SDL541131857-3-0b9d4.JPG,https://n1.sdlcdn.com/imgs/k/k/g/Campus-CAMP-MARLON-Gray-Men-SDL541131857-4-33c5a.jpg,https://n4.sdlcdn.com/imgs/k/k/g/Campus-CAMP-MARLON-Gray-Men-SDL541131857-5-55917.jpg,https://n4.sdlcdn.com/imgs/k/k/g/Campus-CAMP-MARLON-Gray-Men-SDL541131857-6-d27a0.jpg"
Campus S-CROSS PRO Black  Men's Sports Running Shoes,825,"Campus,Color: Black,Running Type: Road,Outer Material: Mesh,Closure: Velcro,Cushioning: Medium,Sole Material: EVA,The product may vary from the images due to various reasons like monitor setting or photographic lighting sources or handiwork & craftmanship.,SUPC: SDL283201045","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Packer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ,Marketer's Name & Address,Campus Activewear Pvt. Ltd.  ,Importer's Name & Address,Campus Activewear Pvt. Ltd. D-1, Udyog Nagar, Main Rohtak Road, New Delhi-110041  ","
Campus brings you Comfort and support with this pair of running shoes for daily fitness walks. These running shoes are built with updated technology that moves air from the heel to the forefoot and back as you move keeping your journey light and comfortable. The breathable mesh upper is made of premium quality which delivers ventilation, and the adjustable lacing system provides a secure fit and its EVA sole has an anti-skid feature and is abrasion resistant which adds durability.",The images represent actual product though color of the image and product may slightly differ.,"https://n3.sdlcdn.com/imgs/k/c/t/Campus-S-CROSS-PRO-Black-SDL283201045-2-daa13.jpg,https://n2.sdlcdn.com/imgs/k/c/t/Campus-S-CROSS-PRO-Black-SDL283201045-3-f374f.jpg,https://n3.sdlcdn.com/imgs/k/c/t/Campus-S-CROSS-PRO-Black-SDL283201045-4-36c66.jpg,https://n3.sdlcdn.com/imgs/k/c/t/Campus-S-CROSS-PRO-Black-SDL283201045-5-143ad.jpg"
Campus PERIS Navy Running Shoes,1679,"Color:Gray,Shoe Weight:Medium Weight(600 gms to 999 gms),Manufacturer's Name & Address:Campus Activewear Pvt. Ltd.D-1, Udyog Nagar, Main Rohtak Road, New Delhi - 110041,SUPC: SDL900663425","Country of Origin or Manufacture or Assembly,India  ,Common or Generic Name of the commodity,Sports Fashion -Running Shoes ,Manufacturer's Name & Address,Campus Activewear Pvt. Ltd.D-1, Udyog Nagar, Main Rohtak Road, New Delhi - 110041  ,Packer's Name & Address, ,Marketer's Name & Address, ,Importer's Name & Address, ","
""  Peris infuses bold, expressive details into a design that's a beast on the street. Air turbo technology provides bouncy sensation. Soft and  Responsive cushioning helps soften hard landings. Yoga max insole helps keep your foot stable and provides comfort and support up through the ankle.  Rubber outsole provides traction and durability. """,The images represent actual product though color of the image and product may slightly differ.,"https://n4.sdlcdn.com/imgs/j/c/9/Campus-PERIS-Navy-Running-Shoes-SDL900663425-2-54c41.jpeg,https://n1.sdlcdn.com/imgs/j/c/9/Campus-PERIS-Navy-Running-Shoes-SDL900663425-3-39272.jpeg,https://n3.sdlcdn.com/imgs/j/c/9/Campus-PERIS-Navy-Running-Shoes-SDL900663425-4-5a2a3.jpeg,https://n4.sdlcdn.com/imgs/j/c/9/Campus-PERIS-Navy-Running-Shoes-SDL900663425-5-2d63a.jpeg"
